ID,Title,Authors,Source,Journal,Database,Type,Language,Publication year,Descriptor(s),Publication Country,Fulltext URL, Abstract,Entry Date,Volume number,Issue number,DOI,ISSN
"mdl-31288009","Placental bed research: II. Functional and immunological investigations of the placental bed.","Harris, Lynda K; Benagiano, Marisa; D'Elios, Mario M; Brosens, Ivo; Benagiano, Giuseppe","Am J Obstet Gynecol;221(5): 457-469, 2019 11. ","Am J Obstet Gynecol","MEDLINE","article","en","2019","Placenta/citologia; Placenta/imunologia; Placentação; Doenças Cardiovasculares/etiologia; Decídua/citologia; Feminino; História do Século XX; História do Século XXI; Humanos; Tolerância Imunológica; Células Matadoras Naturais/metabolismo; Leucócitos/metabolismo; Macrófagos/metabolismo; Placenta/irrigação sanguínea; Gravidez; Fluxo Sanguíneo Regional; Risco; Células Estromais/metabolismo; Remodelação Vascular; Resistência Vascular","US","https://dx.doi.org/10.1016/j.ajog.2019.07.010","Research on the placenta as the interface between the mother and the fetus has been undertaken for some 150 years, and in 2 subsequent reviews, we attempted to summarize the situation. In the first part, we described the discovery of unique physiological modifications of the uteroplacental spiral arteries, enabling them to cope with a major increase in blood flow necessary to ensure proper growth of the fetus. These consist of an invasion of the arterial walls by trophoblast and a progressive disappearance of its normal structure. Researchers then turned to the pathophysiology of the placental bed and in particular to its maternal vascular tree. This yielded vital information for a better understanding of the so-called great obstetrical syndromes (preeclampsia, fetal growth restriction, premature labor and delivery, placenta accreta). Systematic morphological investigations of the uteroplacental vasculature showed that preeclampsia is associated with decreased or failed transformation of spiral arteries and the persistence of endothelial and smooth muscle cells in segments of their myometrial portion. Here we report on recent functional investigations of the placental bed, including in situ biophysical studies of uteroplacental blood flow and vascular resistance, and manipulation of uteroplacental perfusion. These new methodologies have provided a novel way of identifying pregnancies in which remodeling is impaired. In animals it is now possible to manipulate uteroplacental blood flow, leading to an enhancement of fetal growth; this opens the way to trials in abnormal human pregnancies. In this second part, we explored a new, extremely important area of research that deals with the role of specific subsets of leukocytes and macrophages in the placental bed. The human first-trimester decidua is rich in leukocytes called uterine natural killer cells. Both macrophages and uterine natural killer cells increase in number from the secretory endometrium to early pregnancy and play a critical role in mediating the process of spiral artery transformation by inducing initial structural changes. It seems therefore that vascular remodeling of spiral arteries is initiated independently of trophoblast invasion. Dysregulation of the immune system may lead to reproductive failure or pregnancy complications, and in this respect, recent studies have advanced our understanding of the mechanisms regulating immunological tolerance during pregnancy, with several mechanisms being proposed for the development of tolerance to the semiallogeneic fetus. In particular, these include several strategies by which the trophoblast avoids maternal recognition. Finally, an important new dimension is being explored: the likelihood that pregnancy syndromes and impaired uteroplacental vascular remodeling may be linked to future maternal and even the child's cardiovascular disease risk. The functional evidence underlying these observations will be discussed.",20190710,221,5,10.1016/j.ajog.2019.07.010,1097-6868
"mdl-31318420","Reproductive, obstetric, and perinatal outcomes of women with adenomyosis and endometriosis: a systematic review and meta-analysis.","Horton, Joanne; Sterrenburg, Monique; Lane, Simon; Maheshwari, Abha; Li, Tin Chiu; Cheong, Ying","Hum Reprod Update;25(5): 592-632, 2019 09 11. ","Hum Reprod Update","MEDLINE","article","en","2019","Aborto Espontâneo/fisiopatologia; Adenomiose/patologia; Endometriose/patologia; Infertilidade Feminina/patologia; Nascimento Prematuro/fisiopatologia; Cesárea; Implantação do Embrião/fisiologia; Feminino; Humanos; Recém-Nascido; Placentação/fisiologia; Gravidez; Resultado da Gravidez; Gravidez Múltipla","GB","https://dx.doi.org/10.1093/humupd/dmz012","BACKGROUND: The reproductive impact of adenomyosis and endometriosis is widely researched but the extent of these impacts remains elusive. It has been demonstrated that endometriosis, in particular, is known to result in subfertility but endometriosis and adenomyosis are increasingly linked to late pregnancy complications such as those caused by placental insufficiency. At the molecular level, the presence of ectopic endometrium perturbs the endometrial hormonal, cellular, and immunological milieu, negatively influencing decidualization, placentation, and developmental programming of the embryo. It is unclear if and how such early aberrant reproductive development relates to pregnancy outcomes in endometriosis and adenomyosis. OBJECTIVE AND RATIONALE: The aims of this systematic review and meta-analysis were to (i) investigate the association of adenomyosis and endometriosis with fertility, obstetric, and neonatal outcomes of women through both assisted reproduction and natural conception and (ii) determine whether endometriosis disease subtypes have specific impacts on different stages of the reproductive process. SEARCH METHODS: A systematic literature review of NHS evidence electronic databases and the Cochrane database identified all comparative and observational studies between 1980 and December 2018 in any language on adenomyosis and endometriosis with fertility, obstetric, and neonatal outcomes (23 search terms used). A total of 104 papers were selected for data extraction and meta-analysis, with use of Downs and Black standardized checklist to evaluate quality and bias. OUTCOMES: We found that endometriosis consistently leads to reduced oocyte yield and a reduced fertilization rate (FR), in line with current evidence. Milder forms of endometriosis were most likely to affect the fertilization (FR OR 0.77, CI 0.63-0.93) and earlier implantation processes (implantation rate OR 0.76, CI 0.62-0.93). The more severe disease by American Society for Reproductive Medicine staging (ASRM III and IV) influenced all stages of reproduction. Ovarian endometriosis negatively affects the oocyte yield (MD -1.22, CI -1.96, -0.49) and number of mature oocytes (MD -2.24, CI -3.4, -1.09). We found an increased risk of miscarriage in both adenomyosis and endometriosis (OR 3.40, CI 1.41-8.65 and OR 1.30, CI 1.25-1.35, respectively), and endometriosis can be associated with a range of obstetric and fetal complications including preterm delivery (OR 1.38, CI 1.01-1.89), caesarean section delivery (OR 1.98 CI 1.64-2.38), and neonatal unit admission following delivery (OR 1.29, CI 1.07-1.55). WIDER IMPLICATIONS: Adenomyosis and the subtypes of endometriosis may have specific complication profiles though further evidence is needed to be able to draw conclusions. Several known pregnancy complications are likely to be associated with these conditions. The complications are possibly caused by dysfunctional uterine changes leading to implantation and placentation issues and therefore could potentially have far-reaching consequences as suggested by Barker's hypothesis. Our findings would suggest that women with these conditions should ideally receive pre-natal counselling and should be considered higher risk in pregnancy and at delivery, until evidence to the contrary is available. In order to expand our knowledge of these conditions and better advise on future management of these patients in reproductive and maternal medicine, a more unified approach to studying fertility and reproductive outcomes with longer term follow-up of the offspring and attention to the subtype of disease is necessary.",20190719,25,5,10.1093/humupd/dmz012,1460-2369
"mdl-31121525","Breast cancer, placenta and pregnancy.","Froehlich, Karolin; Schmidt, André; Heger, Julia Isabell; Al-Kawlani, Boodor; Aberl, Caroline Anna; Jeschke, Udo; Loibl, Sibylle; Markert, Udo Rudolf","Eur J Cancer;115: 68-78, 2019 07. ","Eur J Cancer","MEDLINE","article","en","2019","Neoplasias da Mama/patologia; Placenta/patologia; Complicações Neoplásicas na Gravidez/patologia; Animais; Neoplasias da Mama/imunologia; Neoplasias da Mama/metabolismo; Feminino; Hormônios/metabolismo; Humanos; Peptídeos e Proteínas de Sinalização Intercelular/metabolismo; Metástase Neoplásica; Placenta/imunologia; Placenta/metabolismo; Período Pós-Parto; Gravidez; Complicações Neoplásicas na Gravidez/imunologia; Complicações Neoplásicas na Gravidez/metabolismo; Prognóstico; Medição de Risco; Fatores de Risco; Transdução de Sinais; Microambiente Tumoral","GB","https://dx.doi.org/10.1016/j.ejca.2019.03.021","BACKGROUND: Breast cancer is one of the most frequently diagnosed malignancies during pregnancy. Tumours often present characteristics of high malignancy and are hormone receptor negative/HER2 positive or triple negative. In general, pregnancy, including the postpartum period, is associated with a transiently increased risk of developing breast cancer but followed by a long-lasting protective period. Placental metastases are very rare and, thus far, breast cancer metastases in the foetal compartment have not been described. To discuss these apparently contradictory observations, this narrative review resumes immunological and hormonal alterations during pregnancy potentially affecting breast cancer risk as well as tumour growth and behaviour. OBSERVATIONS: Upregulation of breast cancer-associated genes involved in immunological and reproductive processes has been observed in parous women and is potentially responsible for a transiently increased risk in pregnancy. In contrast, maternal immunisation and immunoglobulin production against antigens expressed on trophoblast cells, such as specific glycosylation patterns of mucin-1 or RCAS1-associated truncated glycans, seem to prevent breast cancer development in later years. Animal and human studies indicate that T cells are involved in these processes. Several placenta-derived factors, especially kisspeptin, have direct anti-tumour effects. The pregnancy-related increase of estrogen, progesterone, and other hormones influence growth and characteristics of breast cancer while the role of further placenta-secreted factors is still controversially discussed. CONCLUSION: Several factors and cells are involved in altered breast cancer risk during and after pregnancy and have potential for developing novel treatment strategies in future.",20190524,115,,10.1016/j.ejca.2019.03.021,1879-0852
"mdl-30845762","Reactive Species Interactome Alterations in Oocyte Donation Pregnancies in the Absence and Presence of Pre-Eclampsia.","Bos, Manon; Schoots, Mirthe H; Fernandez, Bernadette O; Mikus-Lelinska, Monika; Lau, Laurie C; Eikmans, Michael; van Goor, Harry; Gordijn, Sanne J; Pasch, Andreas; Feelisch, Martin; van der Hoorn, Marie-Louise P","Int J Mol Sci;20(5)2019 03 06. ","Int. j. mol. sci. (Online)","MEDLINE","article","en","2019","Óxido Nítrico/metabolismo; Doação de Oócitos/efeitos adversos; Pré-Eclâmpsia/metabolismo; Compostos de Sulfidrila/metabolismo; Adulto; Estudos de Casos e Controles; Feminino; Fertilização In Vitro; Humanos; Sulfeto de Hidrogênio; Idade Materna; Pessoa de Meia-Idade; Gravidez; Estudos Retrospectivos; Adulto Jovem","CH","https://dx.doi.org/10.3390/ijms20051150","In pregnancy, maternal physiology is subject to considerable adaptations, including alterations in cardiovascular and metabolic function as well as development of immunological tolerance towards the fetus. In an oocyte donation pregnancy, the fetus is fully allogeneic towards the mother, since it carries both oocyte donor antigens and paternal antigens. Therefore, oocyte donation pregnancies result in an immunologically challenging pregnancy, which is reflected by a higher-than-normal risk to develop pre-eclampsia. Based on the allogeneic conditions in oocyte donation pregnancies, we hypothesized that this situation may translate into alterations in concentration of stable readouts of constituents of the reactive species interactome (RSI) compared to normal pregnancies, especially serum free thiols, nitric oxide (NO) and hydrogen sulfide (H2S) related metabolites. Indeed, total free thiol levels and nitrite (NO2-) concentrations were significantly lower whereas protein-bound NO and sulfate (SO42-) concentrations were significantly higher in both oocyte donation and naturally conceived pregnancies complicated by pre-eclampsia. The increased concentrations of nitrite observed in uncomplicated oocyte donation pregnancies suggest that endothelial NO production is compensatorily enhanced to lower vascular tone. More research is warranted on the role of the RSI and bioenergetic status in uncomplicated oocyte donation pregnancies and oocyte donation pregnancies complicated by pre-eclampsia.",20190309,20,5,10.3390/ijms20051150,1422-0067
"mdl-30895366","Generation, maintenance and tissue distribution of T cell responses to human cytomegalovirus in lytic and latent infection.","Jackson, Sarah E; Sedikides, George X; Okecha, Georgina; Wills, Mark R","Med Microbiol Immunol;208(3-4): 375-389, 2019 Aug. ","Med Microbiol Immunol","MEDLINE","article","en","2019","Linfócitos T CD4-Positivos/imunologia; Linfócitos T CD8-Positivos/imunologia; Infecções por Citomegalovirus/imunologia; Citomegalovirus/imunologia; Imunidade Celular; Ativação Viral; Latência Viral; Citomegalovirus/crescimento &amp; desenvolvimento; Infecções por Citomegalovirus/virologia; Humanos; Memória Imunológica","DE","https://dx.doi.org/10.1007/s00430-019-00598-6","Understanding how the T cell memory response directed towards human cytomegalovirus (HCMV) develops and changes over time while the virus persists is important. Whilst HCMV primary infection and periodic reactivation is well controlled by T cell responses in healthy people, when the immune system is compromised such as post-transplantation, during pregnancy, or underdeveloped such as in new-born infants and children, CMV disease can be a significant problem. In older people, HCMV infection is associated with increased risk of mortality and despite overt disease rarely being seen there are increases in HCMV-DNA in urine of older people suggesting that there is a change in the efficacy of the T cell response following lifelong infection. Therefore, understanding whether phenomenon such as ""memory inflation"" of the immune response is occurring in humans and if this is detrimental to the overall health of individuals would enable the development of appropriate treatment strategies for the future. In this review, we present the evidence available from human studies regarding the development and maintenance of memory CD8 + and CD4 + T cell responses to HCMV. We conclude that there is only limited evidence supportive of ""memory inflation"" occurring in humans and that future studies need to investigate immune cells from a broad range of human tissue sites to fully understand the nature of HCMV T cell memory responses to lytic and latent infection.",20190322,208,3-4,10.1007/s00430-019-00598-6,1432-1831
"mdl-30802921","[Risk factors for the development of schizophrenia]./ Risikofaktoren für die Entstehung und den Verlauf der Schizophrenie.","Löhrs, Lisa; Hasan, Alkomiet","Fortschr Neurol Psychiatr;87(2): 133-143, 2019 02. ","Fortschr Neurol Psychiatr","MEDLINE","article","de","2019","Interação Gene-Ambiente; Esquizofrenia/etiologia; Esquizofrenia/genética; Adolescente; Adulto; Criança; Feminino; Humanos; Incidência; Recém-Nascido; Masculino; Abuso de Maconha/complicações; Gravidez; Fatores de Risco; Esquizofrenia/epidemiologia","DE","https://dx.doi.org/10.1055/a-0836-7839","Schizophrenia is a severe psychiatric disorder with lifetime prevalence about 1â%. Usually, the disorder starts during the adolescence, however it is estimated that around 30â% of first-onsets are beyond the age of 40. The incidence of males is a little bit higher in the adolescence, while from the age of 40 the incidence in females is higher. In this context, the pathogenesis and development of schizophrenia is a complex model of gene-environment interactions and is not, like it was postulated in the earlier ""One-Hit"" or ""Two-Hit"" models caused by exclusively one or two single events. The risk to develop schizophrenia is composed of a biological predisposition with multi-genetic risk factors and changes in the neurotransmitter system, immunological influence factors and psychosocial risk factors. Genetic risk factors, perinatal risk factors and complications during birth could increase the probability of the disease. Besides these early risk factors traumatic events during childhood and especially risk factors like cannabis abuse that occur during adolescence which is a sensitive phase in the brain development could influence onset, development and relapse risk of the disease. If timing and sum of the single risk factors interact, they can cause the disturbance of neuronal regeneration and lead to schizophrenia, but the whole interaction of this multifactorial process is still not fully understood.",20190226,87,2,10.1055/a-0836-7839,1439-3522
"mdl-29614902","Intravenous immunoglobulin (IVIG) efficiency in women with common variable immunodeficiency (CVID) decreases significantly during pregnancy.","Egawa, Makiko; Kanegane, Hirokazu; Imai, Kohsuke; Morio, Tomohiro; Miyasaka, Naoyuki","J Matern Fetal Neonatal Med;32(18): 3092-3096, 2019 Sep. ","J Matern Fetal Neonatal Med","MEDLINE","article","en","2019","Imunodeficiência de Variável Comum/tratamento farmacológico; Imunoglobulinas Intravenosas/administração &amp; dosagem; Fatores Imunológicos/administração &amp; dosagem; Complicações na Gravidez/tratamento farmacológico; Administração Intravenosa; Adolescente; Adulto; Imunodeficiência de Variável Comum/sangue; Feminino; Humanos; Imunização Passiva/métodos; Imunoglobulina G/sangue; Gravidez; Complicações na Gravidez/sangue; Estudos Retrospectivos; Adulto Jovem","GB","https://dx.doi.org/10.1080/14767058.2018.1455824","Immunoglobulin replacement therapy, including intravenous immunoglobulin (IVIG), is essential for pregnant women with common variable immunodeficiency (CVID) since it prevents infection and improves the health of the newborn. There are no established IVIG treatment protocols for pregnant women with CVID, and the relationship between IVIG treatment and maternal serum IgG changes during pregnancy remains unclear. Therefore, we reviewed the medical charts of four CVID patients, including one receiving subcutaneous immunoglobulin (SCIG), for IVIG dose and frequency, maternal serum IgG changes, obstetrical findings, and perinatal outcomes. There were no serious infections but one abortion and all patients continued therapy without IVIG-related adverse events. All eight children born to the patients were healthy at one month. However, the IVIG efficiency in those with CVID significantly decreased with progression of the gestational period, suggesting that IVIG dose and frequency may be changed during pregnancy to maintain stable serum IgG trough levels in women with CVID.",20180405,32,18,10.1080/14767058.2018.1455824,1476-4954
"mdl-30543678","Expression of calcium release-activated and voltage-gated calcium channels genes in peripheral blood mononuclear cells is altered in pregnancy and in type 1 diabetes.","Bhandage, Amol K; Jin, Zhe; Korol, Sergiy V; Tafreshiha, Atieh S; Gohel, Priya; Hellgren, Charlotte; Espes, Daniel; Carlsson, Per-Ola; Sundström-Poromaa, Inger; Birnir, Bryndis","PLoS One;13(12): e0208981, 2018. ","PLoS One","MEDLINE","article","en","2018","Canais de Cálcio Ativados pela Liberação de Cálcio/genética; Diabetes Mellitus Tipo 1/genética; Regulação da Expressão Gênica; Leucócitos Mononucleares/metabolismo; Adolescente; Adulto; Cálcio/metabolismo; Estudos de Casos e Controles; Criança; Pré-Escolar; Diabetes Mellitus Tipo 1/sangue; Feminino; Humanos; Lactente; Masculino; Pessoa de Meia-Idade; Gravidez; RNA Mensageiro/genética; RNA Mensageiro/metabolismo; Adulto Jovem","US","https://dx.doi.org/10.1371/journal.pone.0208981","Calcium (Ca2+) is an important ion in physiology and is found both outside and inside cells. The intracellular concentration of Ca2+ is tightly regulated as it is an intracellular signal molecule and can affect a variety of cellular processes. In immune cells Ca2+ has been shown to regulate e.g. gene transcription, cytokine secretion, proliferation and migration. Ca2+ can enter the cytoplasm either from intracellular stores or from outside the cells when Ca2+ permeable ion channels in the plasma membrane open. The Ca2+ release-activated (CRAC) channel is the most prominent Ca2+ ion channel in the plasma membrane. It is formed by ORAI1-3 and the channel is opened by the endoplasmic reticulum Ca2+ sensor proteins stromal interaction molecules (STIM) 1 and 2. Another group of Ca2+ channels in the plasma membrane are the voltage-gated Ca2+ (CaV) channels. We examined if a change in immunological tolerance is accompanied by altered ORAI, STIM and CaV gene expression in peripheral blood mononuclear cells (PBMCs) in pregnant women and in type 1 diabetic individuals. Our results show that in pregnancy and type 1 diabetes ORAI1-3 are up-regulated whereas STIM1 and 2 are down-regulated in pregnancy but only STIM2 in type 1 diabetes. Expression of L-, P/Q-, R- and T-type voltage-gated Ca2+ channels was detected in the PBMCs where the CaV2.3 gene was up-regulated in pregnancy and type 1 diabetes whereas the CaV 2.1 and CaV3.2 genes were up-regulated only in pregnancy and the CaV1.3 gene in type 1 diabetes. The results are consistent with that expression of ORAI, STIM and CaV genes correlate with a shift in immunological status of the individual in health, as during pregnancy, and in the autoimmune disease type 1 diabetes. Whether the changes are in general protective or in type 1 diabetes include some pathogenic components remains to be clarified.",20181214,13,12,10.1371/journal.pone.0208981,1932-6203
"mdl-30075150","Expanding upon the Human Myometrial Stem Cell Hypothesis and the Role of Race, Hormones, Age, and Parity in a Profibroid Environment.","Prusinski Fernung, Lauren E; Jones, Kimya; Mas, Aymara; Kleven, Daniel; Waller, Jennifer L; Al-Hendy, Ayman","Am J Pathol;188(10): 2293-2306, 2018 10. ","Am J Pathol","MEDLINE","article","en","2018","Leiomioma/etnologia; Miométrio/patologia; Lesões Pré-Cancerosas/etnologia; Neoplasias Uterinas/etnologia; Adulto; Afro-Americanos/etnologia; Fatores Etários; Antígenos de Superfície/metabolismo; Proliferação de Células/fisiologia; Feminino; Hormônios/fisiologia; Humanos; Receptores de Hialuronatos/metabolismo; Leiomioma/patologia; Pessoa de Meia-Idade; Paridade; Lesões Pré-Cancerosas/patologia; Gravidez; Células-Tronco/patologia; Células-Tronco/fisiologia; Neoplasias Uterinas/patologia; /etnologia","US","https://dx.doi.org/10.1016/j.ajpath.2018.06.023","Uterine fibroids (UFs) are clonal, hormonally regulated, benign smooth-muscle myometrial tumors that severely affect female reproductive health, although their unknown etiology limits effective care. UFs occur fourfold more commonly in African American women than in Caucasian women, and African American women generally have earlier disease onset and greater UF tumor burden, although the mechanism of this ethnic disparity has not been identified. Recent findings have linked cancer (ie, tumor) risk to increased tissue-specific stem cell division and self-renewal and suggest that somatic mutations in myometrial stem cells (MyoSCs) convert them into tumor-initiating cells, leading to UF. Specifically, preliminary results in paraffin-embedded myometrial tissues have shown increased STRO-1+/CD44+ MyoSCs in African American versus Caucasian women. Using specific methods of flow cytometry and automated quantitative pathology imaging, a large cohort of myometrial samples were investigated to determine how the STRO-1+/CD44+ MyoSCs change with regard to a patient's race, age, parity, fibroid and hormone statuses, and the location of UFs within the uterus. We confirmed that the STRO-1+/CD44+ MyoSC population is expanded in African American women, is correlated with parity and fibroid number, and fluctuates with cyclic menstrual cycle hormone changes and age. Our data suggest that an expanded MyoSC population increases the formation of tumor-initiating cells, ultimately contributing to increased UF prevalence and burden in African American women.",20180804,188,10,10.1016/j.ajpath.2018.06.023,1525-2191
"mdl-29951877","The Influence of LPS-Induced Maternal Inflammation on Postnatal Collagen-Induced Arthritis.","Imai, Atsuko; Fujimoto, Eka; Sato, Kazuto","Inflammation;41(5): 1842-1851, 2018 Oct. ","Inflammation","MEDLINE","article","en","2018","Artrite Experimental/etiologia; Inflamação/complicações; Exposição Materna/efeitos adversos; Efeitos Tardios da Exposição Pré-Natal; Animais; Colágeno Tipo II/efeitos adversos; Citocinas/análise; Feminino; Inflamação/induzido quimicamente; Leptina/análise; Lipopolissacarídeos/farmacologia; Masculino; Camundongos; Gravidez","US","https://dx.doi.org/10.1007/s10753-018-0827-2","Maternal health and nutritional status influence offspring health and the diseases that may develop in them. The effects of maternal inflammation on offspring from the perspective of the inflammatory response and immune changes are not fully understood. We hypothesized that maternal inflammation modulates immune and metabolic functions, affecting the pathophysiology of inflammatory diseases in offspring. This study investigated whether maternal inflammation affects the onset of collagen-induced arthritis (CIA), a murine model of human rheumatoid arthritis. Female DBA/1J mice received a single intraperitoneal injection of lipopolysaccharide (LPS) 5 days before conception. Male offspring of LPS-treated dams were placed in the maternal LPS group (MLG). To induce CIA, type II collagen (CII) was emulsified with Freund's complete adjuvant and injected twice into each mouse, at 13 and 16 weeks. The offspring were sacrificed at 26 weeks to analyze immunological and metabolic parameters. The degree of joint swelling at an early stage of CIA was lower in the MLG than in the control group. From histological analysis, the severity of joint destruction (severity of arthritis score) and CII-specific IgG titer were significantly lower in the MLG. However, at 26 weeks, serum interleukin (IL)-6 levels, an index of CIA disease activity, were significantly higher in the MLG. Moreover, serum leptin levels were lower in the MLG, and a negative correlation between leptin and serum IL-6 was observed. In conclusion, maternal inflammation does not merely suppress inflammation; it may delay CIA in offspring. The analysis of inflammatory cytokines and leptin concentrations at 26 weeks suggests that the pathophysiology of arthritis was worsening. This study also suggests that maternal inflammation modulates postnatal inflammatory response patterns in offspring.",20180629,41,5,10.1007/s10753-018-0827-2,1573-2576
"mdl-29791872","Gene expression in cord blood links genetic risk for neurodevelopmental disorders with maternal psychological distress and adverse childhood outcomes.","Breen, Michael S; Wingo, Aliza P; Koen, Nastassja; Donald, Kirsten A; Nicol, Mark; Zar, Heather J; Ressler, Kerry J; Buxbaum, Joseph D; Stein, Dan J","Brain Behav Immun;73: 320-330, 2018 10. ","Brain Behav Immun","MEDLINE","article","en","2018","Transtornos do Neurodesenvolvimento/genética; Efeitos Tardios da Exposição Pré-Natal/genética; Estresse Psicológico/genética; Adulto; Transtorno do Espectro Autista/genética; Cordocentese/métodos; Depressão/fisiopatologia; Depressão/psicologia; Feminino; Sangue Fetal/metabolismo; Humanos; Lactente; Recém-Nascido; Estudos Longitudinais; Masculino; Pessoa de Meia-Idade; Mães/psicologia; Transtornos do Neurodesenvolvimento/etiologia; Gravidez; Efeitos Tardios da Exposição Pré-Natal/metabolismo; Fatores de Risco; Esquizofrenia/genética; África do Sul; Transtornos de Estresse Pós-Traumáticos/fisiopatologia; Transtornos de Estresse Pós-Traumáticos/psicologia; Estresse Psicológico/fisiopatologia; Transcriptoma/genética","NL","https://dx.doi.org/10.1016/j.bbi.2018.05.016","Prenatal exposure to maternal stress and depression has been identified as a risk factor for adverse behavioral and neurodevelopmental outcomes in early childhood. However, the molecular mechanisms through which maternal psychopathology shapes offspring development remain poorly understood. We applied transcriptome-wide screens to 149 umbilical cord blood samples from neonates born to mothers with posttraumatic stress disorder (PTSD; nâ¯=â¯20), depression (nâ¯=â¯31) and PTSD with comorbid depression (nâ¯=â¯13), compared to carefully matched trauma exposed controls (nâ¯=â¯23) and healthy mothers (nâ¯=â¯62). Analyses by maternal diagnoses revealed a clear pattern of gene expression signatures distinguishing neonates born to mothers with a history of psychopathology from those without. Co-expression network analysis identified distinct gene expression perturbations across maternal diagnoses, including two depression-related modules implicated in axon-guidance and mRNA stability, as well as two PTSD-related modules implicated in TNF signaling and cellular response to stress. Notably, these disease-related modules were enriched with brain-expressed genes and genetic risk loci for autism spectrum disorder and schizophrenia, which may imply a causal role for impaired developmental outcomes. These molecular alterations preceded changes in clinical measures at twenty-four months, including reductions in cognitive and socio-emotional outcomes in affected infants. Collectively, these findings indicate that prenatal exposure to maternal psychological distress induces neuronal, immunological and behavioral abnormalities in affected offspring and support the search for early biomarkers of exposures to adverse in utero environments and the classification of children at risk for impaired development.",20180524,73,,10.1016/j.bbi.2018.05.016,1090-2139
"mdl-29628283","Weathering the storm; a review of pre-pregnancy stress and risk of spontaneous abortion.","Frazier, Tyralynn; Hogue, Carol J Rowland; Bonney, Elizabeth A; Yount, Kathryn M; Pearce, Brad D","Psychoneuroendocrinology;92: 142-154, 2018 06. ","Psychoneuroendocrinology","MEDLINE","article","en","2018","Aborto Espontâneo/etiologia; Estresse Psicológico/complicações; Estresse Psicológico/fisiopatologia; Adulto; Feminino; Humanos; Gravidez/imunologia; Resultado da Gravidez/psicologia; Psicologia; Fatores de Risco","GB","https://dx.doi.org/10.1016/j.psyneuen.2018.03.001","The Weathering Effect is a theory that links stress exposure, over the life-course, with racial disparities in reproductive outcomes, through the effects of social adversity on a woman's body. The concept of maternal ""weathering"" captures cumulative somatic and psychological adversities that can exacerbate the effects of aging. Much of the evidence for weathering comes from observational studies linking self-report measures with reproductive outcomes. The purpose of this review is to explore biological mechanisms that underlie these observations. We focus on spontaneous abortion because this event is understudied despite evidence of racial disparities in this outcome. Spontaneous abortion is the most common pregnancy failure, and it happens early in pregnancy. Early pregnancy is a time most susceptible to the harmful effects of immune dysregulation that may, in part, result from adversities experienced before pregnancy begins. In exploring these mechanisms, we draw on well-defined signaling processes observed in the stressor-depression relationship. Pro-inflammatory dysregulation, for example, has particular relevance to immunological control occurring early in pregnancy. Early pregnancy immunologic changes affect the trajectories of pregnancy via control of trophoblastic invasion. Within the first few weeks of pregnancy, uterine derived cytokines operate within cytokine networks and play a critical role in this invasion. Programming for pro-inflammatory dysregulation can occur before conception. This dysregulation, brought into early pregnancy, has implications for viability and success of the index pregnancy. These patterns suggest early pregnancy health is susceptible to stress processing pathways that influence this immunologic control in the first six to eight weeks of pregnancy. In this review, we discuss the known mediating role of immune factors in the stressor-depression relationship. We also discuss how adversity experienced before the index pregnancy, or ""pre-pregnancy"" may influence these pathways, and subsequently influence early pregnancy health. There is a need to understand adversity, experienced before pregnancy, and mechanisms driving the effects of these experiences on pregnancy outcomes. This approach is a useful entry point for understanding racial inequities in pregnancy health through an understanding of differences in exposures to adversity. We hypothesize that spontaneous abortion involves cyclical changes within a woman's reproductive tract in response to stressors that are established well before a woman enters into pregnancy. Furthermore, we propose mechanisms that potentially drive weathering processes relevant to reproductive disparities. We also examine what is known about pre-pregnancy stress exposures associated with race, inequity, and adversity, and their potential impact on neuroendocrine and immune changes affecting early pregnancy risk.",20180410,92,,10.1016/j.psyneuen.2018.03.001,1873-3360
