PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35572463","Critical Care Management of Severe COVID-19 in Pregnant Patients","Ghafoor H, Abdus Samad A, Bel Khair AOM, Ahmed O, Khan MNA.","Cureus. 2022 May 10;14(5):e24885. doi: 10.7759/cureus.24885. eCollection 2022 May.","Ghafoor H","Cureus","2022","2022/05/16","PMC9097928","","10.7759/cureus.24885"
"34956974","Impact of Intrapartum Antibiotic Prophylaxis on Offspring Microbiota","Prescott S, Dreisbach C, Baumgartel K, Koerner R, Gyamfi A, Canellas M, St Fleur A, Henderson WA, Trinchieri G.","Front Pediatr. 2021 Dec 10;9:754013. doi: 10.3389/fped.2021.754013. eCollection 2021.","Prescott S","Front Pediatr","2021","2021/12/27","PMC8703107","","10.3389/fped.2021.754013"
"30576093","Inherited nongenetic influences on the gut microbiome and immune system","Knoop KA, Holtz LR, Newberry RD.","Birth Defects Res. 2018 Dec 1;110(20):1494-1503. doi: 10.1002/bdr2.1436.","Knoop KA","Birth Defects Res","2018","2018/12/22","PMC8759455","NIHMS1768705","10.1002/bdr2.1436"
"28411961","Nutrition in the first 1000 days and respiratory health: A descriptive review of the last five years' literature","Verduci E, Martelli A, Miniello VL, Landi M, Mariani B, Brambilla M, Diaferio L, Peroni DG.","Allergol Immunopathol (Madr). 2017 Jul-Aug;45(4):405-413. doi: 10.1016/j.aller.2017.01.003. Epub 2017 Apr 12.","Verduci E","Allergol Immunopathol (Madr)","2017","2017/04/17","","","10.1016/j.aller.2017.01.003"
"35726344","My story of sex, gender, and women's health in a pandemic","Klein SL.","Immunol Rev. 2022 Aug;309(1):86-89. doi: 10.1111/imr.13111. Epub 2022 Jun 20.","Klein SL","Immunol Rev","2022","2022/06/21","PMC9349564","","10.1111/imr.13111"
"34544347","Coronavirus Disease 2019 (COVID-19) and Pregnancy: A Narrative Review","Zafari M, Rad MTS, Mohseni F.","Curr Pediatr Rev. 2022;18(2):97-102. doi: 10.2174/1573396317666210920152541.","Zafari M","Curr Pediatr Rev","2022","2021/09/21","","","10.2174/1573396317666210920152541"
"34836513","The altered immunological status of children conceived by assisted reproductive technology","Xu X, Wu H, Bian Y, Cui L, Man Y, Wang Z, Zhang X, Zhang C, Geng L.","Reprod Biol Endocrinol. 2021 Nov 26;19(1):171. doi: 10.1186/s12958-021-00858-2.","Xu X","Reprod Biol Endocrinol","2021","2021/11/27","PMC8620159","","10.1186/s12958-021-00858-2"
"34721426","Cytokine Patterns in Maternal Serum From First Trimester to Term and Beyond","Jarmund AH, Giskeødegård GF, Ryssdal M, Steinkjer B, Stokkeland LMT, Madssen TS, Stafne SN, Stridsklev S, Moholdt T, Heimstad R, Vanky E, Iversen AC.","Front Immunol. 2021 Oct 14;12:752660. doi: 10.3389/fimmu.2021.752660. eCollection 2021.","Jarmund AH","Front Immunol","2021","2021/11/01","PMC8552528","","10.3389/fimmu.2021.752660"
"32315399","Maternal Glycemia During Pregnancy and Child Carotid Intima Media Thickness, Pulse Wave Velocity, and Augmentation Index","Yuan WL, Lin J, Kramer MS, Godfrey KM, Gluckman PD, Chong YS, Shek LP, Tan KH, Chan SY, Eriksson JG, Yap F, Lee YS, Choo JTL, Ling LH.","J Clin Endocrinol Metab. 2020 Jul 1;105(7):dgaa211. doi: 10.1210/clinem/dgaa211.","Yuan WL","J Clin Endocrinol Metab","2020","2020/04/22","PMC7343531","EMS86699","10.1210/clinem/dgaa211"
"32711029","Report of prenatal maternal demoralization and material hardship and infant rhinorrhea and watery eyes","Conrad LA, Rauh VA, Hoepner LA, Acosta LM, Perera FP, Rundle AG, Arteaga-Solis E, Miller RL, Perzanowski MS.","Ann Allergy Asthma Immunol. 2020 Oct;125(4):399-404.e2. doi: 10.1016/j.anai.2020.07.016. Epub 2020 Jul 22.","Conrad LA","Ann Allergy Asthma Immunol","2020","2020/07/26","PMC7838563","NIHMS1620132","10.1016/j.anai.2020.07.016"
"29595094","Paediatric HIV-1 infection: updated strategies of prevention mother-to-child transmission","Lumaca A, Galli L, de Martino M, Chiappini E.","J Chemother. 2018 Jul;30(4):193-202. doi: 10.1080/1120009X.2018.1451030. Epub 2018 Mar 29.","Lumaca A","J Chemother","2018","2018/03/30","","","10.1080/1120009X.2018.1451030"
"28604080","Association of Childhood Obesity and the Immune System: A Systematic Review of Reviews","Kelishadi R, Roufarshbaf M, Soheili S, Payghambarzadeh F, Masjedi M.","Child Obes. 2017 Aug;13(4):332-346. doi: 10.1089/chi.2016.0176. Epub 2017 Jun 12.","Kelishadi R","Child Obes","2017","2017/06/13","","","10.1089/chi.2016.0176"
"28128050","Patterns of Biomarkers in Cord Blood During Pregnancy and Preeclampsia","Kharb S, Nanda S.","Curr Hypertens Rev. 2017;13(1):57-64. doi: 10.2174/1573402113666170126101914.","Kharb S","Curr Hypertens Rev","2017","2017/01/28","","","10.2174/1573402113666170126101914"
"34529073","Changes in Serum Cytokines Throughout Pregnancy in Women With Polycystic Ovary Syndrome","Stokkeland LMT, Giskeødegård GF, Ryssdal M, Jarmund AH, Steinkjer B, Madssen TS, Stafne SN, Stridsklev S, Løvvik TS, Iversen AC, Vanky E.","J Clin Endocrinol Metab. 2022 Jan 1;107(1):39-52. doi: 10.1210/clinem/dgab684.","Stokkeland LMT","J Clin Endocrinol Metab","2022","2021/09/16","PMC8684459","","10.1210/clinem/dgab684"
"23701554","Omega-6 and omega-3 polyunsaturated fatty acids and allergic diseases in infancy and childhood","Miles EA, Calder PC.","Curr Pharm Des. 2014;20(6):946-53. doi: 10.2174/138161282006140220125732.","Miles EA","Curr Pharm Des","2014","2013/05/25","","","10.2174/138161282006140220125732"
"35458152","The Foetal Origins of Allergy and Potential Nutritional Interventions to Prevent Disease","Warner JO, Warner JA.","Nutrients. 2022 Apr 12;14(8):1590. doi: 10.3390/nu14081590.","Warner JO","Nutrients","2022","2022/04/23","PMC9026316","","10.3390/nu14081590"
"31420576","Analysis of the TCR Repertoire in HIV-Exposed but Uninfected Infants","Gabriel B, Medin C, Alves J, Nduati R, Bosire RK, Wamalwa D, Farquhar C, John-Stewart G, Lohman-Payne BL.","Sci Rep. 2019 Aug 16;9(1):11954. doi: 10.1038/s41598-019-48434-4.","Gabriel B","Sci Rep","2019","2019/08/18","PMC6697688","","10.1038/s41598-019-48434-4"
"32159458","Parity and Incidence of Thyroid Autoimmunity: A Population-Based Tehran Thyroid Study","Takyar M, Rahmani M, Amouzegar A, Madreseh E, Tohidi M, Mehran L, Azizi F.","Thyroid. 2020 Aug;30(8):1186-1192. doi: 10.1089/thy.2019.0440. Epub 2020 May 7.","Takyar M","Thyroid","2020","2020/03/12","","","10.1089/thy.2019.0440"
"27256741","[Research progress of health effect of polybrominated diphenyl ethers]","Zhai JX, Tong SL.","Zhonghua Yu Fang Yi Xue Za Zhi. 2016 Jun;50(6):559-62. doi: 10.3760/cma.j.issn.0253-9624.2016.06.018.","Zhai JX","Zhonghua Yu Fang Yi Xue Za Zhi","2016","2016/06/04","","","10.3760/cma.j.issn.0253-9624.2016.06.018"
"34064967","Air Pollution, Neonatal Immune Responses, and Potential Joint Effects of Maternal Depression","Hahn J, Gold DR, Coull BA, McCormick MC, Finn PW, Perkins DL, Rifas Shiman SL, Oken E, Kubzansky LD.","Int J Environ Res Public Health. 2021 May 11;18(10):5062. doi: 10.3390/ijerph18105062.","Hahn J","Int J Environ Res Public Health","2021","2021/06/02","PMC8150899","","10.3390/ijerph18105062"
"22784010","Immunomorphological changes in the rhesus monkey endometrium and decidua during the menstrual cycle and early pregnancy","Bondarenko GI, Durning M, Golos TG.","Am J Reprod Immunol. 2012 Oct;68(4):309-21. doi: 10.1111/j.1600-0897.2012.01174.x. Epub 2012 Jul 11.","Bondarenko GI","Am J Reprod Immunol","2012","2012/07/13","PMC3440518","NIHMS387342","10.1111/j.1600-0897.2012.01174.x"
"32909316","Pharmacokinetics and Drug-Drug Interactions of Isoniazid and Efavirenz in Pregnant Women Living With HIV in High TB Incidence Settings: Importance of Genotyping","Gausi K, Wiesner L, Norman J, Wallis CL, Onyango-Makumbi C, Chipato T, Haas DW, Browning R, Chakhtoura N, Montepiedra G, Aaron L, McCarthy K, Bradford S, Vhembo T, Stranix-Chibanda L, Masheto GR, Violari A, Mmbaga BT, Aurpibul L, Bhosale R, Nevrekhar N, Rouzier V, Kabugho E, Mutambanengwe M, Chanaiwa V, Nyati M, Mhembere T, Tongprasert F, Hesseling A, Shin K, Zimmer B, Costello D, Jean-Philippe P, Sterling TR, Theron G, Weinberg A, Gupta A, Denti P; IMPAACT P1078 (TB APPRISE) Study Group Team.","Clin Pharmacol Ther. 2021 Apr;109(4):1034-1044. doi: 10.1002/cpt.2044. Epub 2020 Oct 16.","Gausi K","Clin Pharmacol Ther","2021","2020/09/10","PMC8048881","NIHMS1687457","10.1002/cpt.2044"
"24217032","Initial intestinal colonization in the human infant and immune homeostasis","Walker WA.","Ann Nutr Metab. 2013;63 Suppl 2:8-15. doi: 10.1159/000354907. Epub 2013 Nov 8.","Walker WA","Ann Nutr Metab","2013","2013/11/13","","","10.1159/000354907"
"29034747","Long-term supplementation of Rhodiola kirilowii extracts during pregnancy and lactation does not affect mother health status","Lewicki S, Skopińska-Różewska E, Lewicka A, Zdanowski R.","J Matern Fetal Neonatal Med. 2019 Mar;32(5):838-844. doi: 10.1080/14767058.2017.1393069. Epub 2017 Nov 2.","Lewicki S","J Matern Fetal Neonatal Med","2019","2017/10/17","","","10.1080/14767058.2017.1393069"
"28276580","Counselling regarding paternal exposures: Can we do better?","Ritchie HE, Oakes DJ, Hegedus E, Hill M, Kennedy D.","Aust N Z J Obstet Gynaecol. 2017 Apr;57(2):162-167. doi: 10.1111/ajo.12584. Epub 2017 Mar 9.","Ritchie HE","Aust N Z J Obstet Gynaecol","2017","2017/03/10","","","10.1111/ajo.12584"
"29705830","The Mammary Microenvironment in Mastitis in Humans, Dairy Ruminants, Rabbits and Rodents: A One Health Focus","Hughes K, Watson CJ.","J Mammary Gland Biol Neoplasia. 2018 Jun;23(1-2):27-41. doi: 10.1007/s10911-018-9395-1. Epub 2018 Apr 28.","Hughes K","J Mammary Gland Biol Neoplasia","2018","2018/04/30","PMC5978844","","10.1007/s10911-018-9395-1"
"34538298","Changes in Clinical Care of the Newborn During COVID-19 Pandemic: From the Womb to First Newborn Visit","Doctor PN, Kamat D, Sood BG.","Pediatr Clin North Am. 2021 Oct;68(5):1055-1070. doi: 10.1016/j.pcl.2021.05.008. Epub 2021 May 19.","Doctor PN","Pediatr Clin North Am","2021","2021/09/20","PMC8133491","","10.1016/j.pcl.2021.05.008"
"33464698","Maternal caffeine intake during pregnancy and risk of food allergy in young Japanese children","Tanaka K, Okubo H, Sasaki S, Arakawa M, Miyake Y.","J Paediatr Child Health. 2021 Jun;57(6):903-907. doi: 10.1111/jpc.15351. Epub 2021 Jan 19.","Tanaka K","J Paediatr Child Health","2021","2021/01/19","","","10.1111/jpc.15351"
"34444997","Association of the Maternal Gut Microbiota/Metabolome with Cord Blood CCL17","Tanabe H, Sakurai K, Nakanishi Y, Kato T, Kawasaki Y, Nakano T, Yamaide F, Taguchi-Atarashi N, Shiko Y, Takashima I, Watanabe M, Ochiai S, Ohno H, Fukuoka H, Shimojo N, Mori C.","Nutrients. 2021 Aug 18;13(8):2837. doi: 10.3390/nu13082837.","Tanabe H","Nutrients","2021","2021/08/27","PMC8398127","","10.3390/nu13082837"
"27180380","Role of the Small Intestine in Developmental Programming: Impact of Maternal Nutrition on the Dam and Offspring","Meyer AM, Caton JS.","Adv Nutr. 2016 Jan;7(1):169-78. doi: 10.3945/an.115.010405.","Meyer AM","Adv Nutr","2016","2016/05/17","PMC4717893","","10.3945/an.115.010405"
"31513603","Pregnancy does not adversely impact diagnostic tests for HTLV-1/2 infection","Rosadas C, Tosswill JH, Tedder R, Taylor GP.","PLoS Negl Trop Dis. 2019 Sep 12;13(9):e0007736. doi: 10.1371/journal.pntd.0007736. eCollection 2019 Sep.","Rosadas C","PLoS Negl Trop Dis","2019","2019/09/13","PMC6764679","","10.1371/journal.pntd.0007736"
"30572134","Disease activity assessment of rheumatic diseases during pregnancy: a comprehensive review of indices used in clinical studies","Andreoli L, Gerardi MC, Fernandes M, Bortoluzzi A, Bellando-Randone S, Brucato A, Caporali R, Chighizola CB, Chimenti MS, Conigliaro P, Cutolo M, Cutro MS, D'Angelo S, Doria A, Elefante E, Fredi M, Galeazzi M, Gerosa M, Govoni M, Iuliano A, Larosa M, Lazzaroni MG, Matucci-Cerinic M, Meroni M, Meroni PL, Mosca M, Patanè M, Pazzola G, Pendolino M, Perricone R, Ramoni V, Salvarani C, Sebastiani GD, Selmi C, Spinelli FR, Valesini G, Scirè CA, Tincani A.","Autoimmun Rev. 2019 Feb;18(2):164-176. doi: 10.1016/j.autrev.2018.08.008. Epub 2018 Dec 18.","Andreoli L","Autoimmun Rev","2019","2018/12/21","","","10.1016/j.autrev.2018.08.008"
"28424562","Immunological and hematological reference intervals among HIV-seronegative pregnant women in northwest Ethiopia","Genetu M, Damtie D, Workineh M, Mathewos Tebeje B, Enawgaw B, Deressa T.","Int J Womens Health. 2017 Mar 3;9:145-150. doi: 10.2147/IJWH.S126916. eCollection 2017.","Genetu M","Int J Womens Health","2017","2017/04/21","PMC5344411","","10.2147/IJWH.S126916"
"33452495","Structural basis for placental malaria mediated by Plasmodium falciparum VAR2CSA","Ma R, Lian T, Huang R, Renn JP, Petersen JD, Zimmerberg J, Duffy PE, Tolia NH.","Nat Microbiol. 2021 Mar;6(3):380-391. doi: 10.1038/s41564-020-00858-9. Epub 2021 Jan 15.","Ma R","Nat Microbiol","2021","2021/01/16","PMC7914210","NIHMS1656125","10.1038/s41564-020-00858-9"
"33802696","SARS-CoV-2 Infection and Inflammatory Response in a Twin Pregnancy","Trombetta A, Comar M, Tommasini A, Canton M, Campisciano G, Zanotta N, Cason C, Maso G, Risso FM.","Int J Environ Res Public Health. 2021 Mar 17;18(6):3075. doi: 10.3390/ijerph18063075.","Trombetta A","Int J Environ Res Public Health","2021","2021/04/03","PMC8002573","","10.3390/ijerph18063075"
"30134952","Cross-genetic determination of maternal and neonatal immune mediators during pregnancy","Traglia M, Croen LA, Jones KL, Heuer LS, Yolken R, Kharrazi M, DeLorenze GN, Ashwood P, Van de Water J, Weiss LA.","Genome Med. 2018 Aug 22;10(1):67. doi: 10.1186/s13073-018-0576-8.","Traglia M","Genome Med","2018","2018/08/24","PMC6106874","","10.1186/s13073-018-0576-8"
"33613576","An Immunological Perspective: What Happened to Pregnant Women After Recovering From COVID-19?","Zhao S, Xie T, Shen L, Liu H, Wang L, Ma X, Wu J, Yuan S, Mor G, Liao A.","Front Immunol. 2021 Feb 3;12:631044. doi: 10.3389/fimmu.2021.631044. eCollection 2021.","Zhao S","Front Immunol","2021","2021/02/22","PMC7886989","","10.3389/fimmu.2021.631044"
"29847990","Pregnancy preserves pulmonary function following influenza virus infection in C57BL/6 mice","Vermillion MS, Nelson A, Vom Steeg L, Loube J, Mitzner W, Klein SL.","Am J Physiol Lung Cell Mol Physiol. 2018 Oct 1;315(4):L517-L525. doi: 10.1152/ajplung.00066.2018. Epub 2018 May 31.","Vermillion MS","Am J Physiol Lung Cell Mol Physiol","2018","2018/06/01","PMC6230880","","10.1152/ajplung.00066.2018"
"24357820","Pregnancy gingivitis and causal inference","Niederman R.","Evid Based Dent. 2013 Dec;14(4):107-8. doi: 10.1038/sj.ebd.6400966.","Niederman R","Evid Based Dent","2013","2013/12/21","","","10.1038/sj.ebd.6400966"
"29415463","Changes in DNA Methylation from Age 18 to Pregnancy in Type 1, 2, and 17 T Helper and Regulatory T-Cells Pathway Genes","Iqbal S, Lockett GA, Holloway JW, Arshad SH, Zhang H, Kaushal A, Tetali SR, Mukherjee N, Karmaus WJJ.","Int J Mol Sci. 2018 Feb 6;19(2):477. doi: 10.3390/ijms19020477.","Iqbal S","Int J Mol Sci","2018","2018/02/09","PMC5855699","","10.3390/ijms19020477"
"30823689","Metabolic and Immunological Shifts during Mid-to-Late Gestation Influence Maternal Blood Methylation of CPT1A and SREBF1","Pavethynath S, Imai C, Jin X, Hichiwa N, Takimoto H, Okamitsu M, Tarui I, Aoyama T, Yago S, Fudono A, Muramatsu M, Miyasaka N, Sato N.","Int J Mol Sci. 2019 Mar 1;20(5):1066. doi: 10.3390/ijms20051066.","Pavethynath S","Int J Mol Sci","2019","2019/03/03","PMC6429071","","10.3390/ijms20051066"
"33074855","Clinical, Immunological, and Virological Outcomes Among Youths With Perinatal HIV After Transition to Adult Units in Spain From 1997 to 2016","Aguilera-Alonso D, Sainz T, Jimenez de Ory S, Bernardino I, Díez C, Torres B, Merino D, Iribarren JA, Portilla I, Ríos MJ, Ibarra S, Sanz J, Bellón JM, Carrasco I, Muñoz-Fernández MÁ, Ramos JT, Navarro ML; CoRISpe Cohort Working Group and CoRISpe-FARO Cohort Working Group.","J Acquir Immune Defic Syndr. 2021 Feb 1;86(2):240-247. doi: 10.1097/QAI.0000000000002539.","Aguilera-Alonso D","J Acquir Immune Defic Syndr","2021","2020/10/19","","","10.1097/QAI.0000000000002539"
"24483169","Should we encourage allergen immunotherapy during pregnancy?","Lieberman J.","Expert Rev Clin Immunol. 2014 Mar;10(3):317-9. doi: 10.1586/1744666X.2014.881718. Epub 2014 Feb 3.","Lieberman J","Expert Rev Clin Immunol","2014","2014/02/04","","","10.1586/1744666X.2014.881718"
"29454151","Humoral response to John Cunningham virus during pregnancy in multiple sclerosis","Saraste M, Atula S, Hedman K, Hurme S, Jalkanen A, Sneck M, Surcel HM, Maghzi AH, Airas L.","Mult Scler Relat Disord. 2018 Apr;21:11-18. doi: 10.1016/j.msard.2018.02.008. Epub 2018 Feb 9.","Saraste M","Mult Scler Relat Disord","2018","2018/02/18","","","10.1016/j.msard.2018.02.008"
"29691600","A proinflammatory CD4(+) T cell phenotype in gestational diabetes mellitus","Sheu A, Chan Y, Ferguson A, Bakhtyari MB, Hawke W, White C, Chan YF, Bertolino PJ, Woon HG, Palendira U, Sierro F, Lau SM.","Diabetologia. 2018 Jul;61(7):1633-1643. doi: 10.1007/s00125-018-4615-1. Epub 2018 Apr 24.","Sheu A","Diabetologia","2018","2018/04/26","","","10.1007/s00125-018-4615-1"
"25809768","Perspectives on tuberculosis in pregnancy","Bates M, Ahmed Y, Kapata N, Maeurer M, Mwaba P, Zumla A.","Int J Infect Dis. 2015 Mar;32:124-7. doi: 10.1016/j.ijid.2014.12.014.","Bates M","Int J Infect Dis","2015","2015/03/27","","","10.1016/j.ijid.2014.12.014"
"24291497","Longitudinal expression of Toll-like receptors on dendritic cells in uncomplicated pregnancy and postpartum","Young BC, Stanic AK, Panda B, Rueda BR, Panda A.","Am J Obstet Gynecol. 2014 May;210(5):445.e1-6. doi: 10.1016/j.ajog.2013.11.037. Epub 2013 Nov 28.","Young BC","Am J Obstet Gynecol","2014","2013/12/03","PMC4374641","NIHMS580291","10.1016/j.ajog.2013.11.037"
"34593488","Cohort profile: Prematurity Immunology in Mothers living with HIV and their infants Study (PIMS)","Malaba TR, Myer L, Gray C, Newell ML.","BMJ Open. 2021 Sep 30;11(9):e047133. doi: 10.1136/bmjopen-2020-047133.","Malaba TR","BMJ Open","2021","2021/10/01","PMC8487191","","10.1136/bmjopen-2020-047133"
"27088328","Early Nutrition as a Major Determinant of 'Immune Health': Implications for Allergy, Obesity and Other Noncommunicable Diseases","Prescott SL.","Nestle Nutr Inst Workshop Ser. 2016;85:1-17. doi: 10.1159/000439477. Epub 2016 Apr 18.","Prescott SL","Nestle Nutr Inst Workshop Ser","2016","2016/04/19","","","10.1159/000439477"
"33831053","Hematological and CD4+ T- cell count reference interval for pregnant women attending antenatal care at Hawassa University Comprehensive Specialized Hospital, Hawassa Southern Ethiopia","Gebere YF, Bimerew LG, Malko WA, Fenta DA.","PLoS One. 2021 Apr 8;16(4):e0249185. doi: 10.1371/journal.pone.0249185. eCollection 2021.","Gebere YF","PLoS One","2021","2021/04/08","PMC8031454","","10.1371/journal.pone.0249185"
"26022885","Prevention of food allergy","Tsakok T, Du Toit G, Lack G.","Chem Immunol Allergy. 2015;101:253-62. doi: 10.1159/000373911. Epub 2015 May 21.","Tsakok T","Chem Immunol Allergy","2015","2015/05/30","","","10.1159/000373911"
"27929742","Why, when and for what diseases pregnant and new mothers ""should"" be vaccinated","Gabutti G, Conforti G, Tomasi A, Kuhdari P, Castiglia P, Prato R, Memmini S, Azzari C, Rosati GV, Bonanni P.","Hum Vaccin Immunother. 2017 Feb;13(2):283-290. doi: 10.1080/21645515.2017.1264773. Epub 2016 Dec 8.","Gabutti G","Hum Vaccin Immunother","2017","2016/12/09","PMC5328236","","10.1080/21645515.2017.1264773"
"33798476","Pregnancy alters interleukin-1 beta expression and antiviral antibody responses during severe acute respiratory syndrome coronavirus 2 infection","Sherer ML, Lei J, Creisher PS, Jang M, Reddy R, Voegtline K, Olson S, Littlefield K, Park HS, Ursin RL, Ganesan A, Boyer T, Elsayed N, Brown DM, Walch SN, Antar AAR, Manabe YC, Jones-Beatty K, Golden WC, Satin AJ, Sheffield JS, Pekosz A, Klein SL, Burd I.","Am J Obstet Gynecol. 2021 Sep;225(3):301.e1-301.e14. doi: 10.1016/j.ajog.2021.03.028. Epub 2021 Mar 30.","Sherer ML","Am J Obstet Gynecol","2021","2021/04/02","PMC8008823","","10.1016/j.ajog.2021.03.028"
"31724103","Gene expression and DNA methylation changes in BeWo cells dependent on tumor necrosis factor-α and insulin-like growth factor-I","Tanaka K, Nakabayashi K, Kawai T, Tanigaki S, Matsumoto K, Hata K, Kobayashi Y.","Hum Cell. 2020 Jan;33(1):37-46. doi: 10.1007/s13577-019-00299-5. Epub 2019 Nov 13.","Tanaka K","Hum Cell","2020","2019/11/15","","","10.1007/s13577-019-00299-5"
"33920917","The Intersection of Age and Influenza Severity: Utility of Ferrets for Dissecting the Age-Dependent Immune Responses and Relevance to Age-Specific Vaccine Development","Rioux M, Francis ME, Swan CL, Ge A, Kroeker A, Kelvin AA.","Viruses. 2021 Apr 15;13(4):678. doi: 10.3390/v13040678.","Rioux M","Viruses","2021","2021/04/30","PMC8071347","","10.3390/v13040678"
"32942076","Intestinal parasitic infections in pregnancy - A review","Mohan S, Halle-Ekane G, Konje JC.","Eur J Obstet Gynecol Reprod Biol. 2020 Nov;254:59-63. doi: 10.1016/j.ejogrb.2020.09.007. Epub 2020 Sep 7.","Mohan S","Eur J Obstet Gynecol Reprod Biol","2020","2020/09/17","","","10.1016/j.ejogrb.2020.09.007"
"34273713","The metabolic landscape of decidua in recurrent pregnancy loss using a global metabolomics approach","Wang LL, Liu H, Zhao SJ, Shen L, Xie T, Luo J, Mor G, Liao AH.","Placenta. 2021 Sep 1;112:45-53. doi: 10.1016/j.placenta.2021.07.001. Epub 2021 Jul 8.","Wang LL","Placenta","2021","2021/07/17","","","10.1016/j.placenta.2021.07.001"
"34107825","The clinical impact of maternal weight on offspring health: lights and shadows in breast milk metabolome","Bardanzellu F, Puddu M, Peroni DG, Fanos V.","Expert Rev Proteomics. 2021 Jul;18(7):571-606. doi: 10.1080/14789450.2021.1940143. Epub 2021 Aug 18.","Bardanzellu F","Expert Rev Proteomics","2021","2021/06/10","","","10.1080/14789450.2021.1940143"
"29343164","Inflammatory and Oxidative Responses in Pregnancies With Obesity and Periodontal Disease","Zambon M, Mandò C, Lissoni A, Anelli GM, Novielli C, Cardellicchio M, Leone R, Monari MN, Massari M, Cetin I, Abati S.","Reprod Sci. 2018 Oct;25(10):1474-1484. doi: 10.1177/1933719117749758. Epub 2018 Jan 17.","Zambon M","Reprod Sci","2018","2018/01/19","","","10.1177/1933719117749758"
"25394813","Maternal diet and its influence on the development of allergic disease","Miles EA, Calder PC.","Clin Exp Allergy. 2015 Jan;45(1):63-74. doi: 10.1111/cea.12453.","Miles EA","Clin Exp Allergy","2015","2014/11/15","","","10.1111/cea.12453"
"27787340","Effect of Pregnancy on Response to Antiretroviral Therapy in HIV-Infected African Women","Kourtis AP, Wiener J, King CC, Heffron R, Mugo NR, Nanda K, Pyra M, Donnell D, Celum C, Lingappa JR, Baeten JM; Partners in Prevention HSVHIV Transmission Study and Partners PrEP Study Teams.","J Acquir Immune Defic Syndr. 2017 Jan 1;74(1):38-43. doi: 10.1097/QAI.0000000000001199.","Kourtis AP","J Acquir Immune Defic Syndr","2017","2016/10/28","PMC5147030","","10.1097/QAI.0000000000001199"
"23488311","[Vaccination against influenza in pregnant women - safety and effectiveness]","Nitsch-Osuch A, Woźniak Kosek A, Brydak LB.","Ginekol Pol. 2013 Jan;84(1):56-61. doi: 10.17772/gp/1541.","Nitsch-Osuch A","Ginekol Pol","2013","2013/03/16","","","10.17772/gp/1541"
"32671334","Maternal stress, low cervicovaginal β-defensin, and spontaneous preterm birth","Burris HH, Riis VM, Schmidt I, Gerson KD, Brown A, Elovitz MA.","Am J Obstet Gynecol MFM. 2020 May;2(2):100092. doi: 10.1016/j.ajogmf.2020.100092. Epub 2020 Feb 10.","Burris HH","Am J Obstet Gynecol MFM","2020","2020/07/17","PMC7363402","NIHMS1606759","10.1016/j.ajogmf.2020.100092"
"30317625","NK cell frequency and cytotoxicity in correlation to pregnancy outcome and response to IVIG therapy among women with recurrent pregnancy loss","Ahmadi M, Ghaebi M, Abdolmohammadi-Vahid S, Abbaspour-Aghdam S, Hamdi K, Abdollahi-Fard S, Danaii S, Mosapour P, Koushaeian L, Dolati S, Rikhtegar R, Oskouei FD, Aghebati-Maleki L, Nouri M, Yousefi M.","J Cell Physiol. 2019 Jun;234(6):9428-9437. doi: 10.1002/jcp.27627. Epub 2018 Oct 14.","Ahmadi M","J Cell Physiol","2019","2018/10/15","","","10.1002/jcp.27627"
"32064643","Antibiotic use during pregnancy increases offspring asthma severity in a dose-dependent manner","Alhasan MM, Cait AM, Heimesaat MM, Blaut M, Klopfleisch R, Wedel A, Conlon TM, Yildirim AÖ, Sodemann EB, Mohn WW, Bereswill S, Conrad ML.","Allergy. 2020 Aug;75(8):1979-1990. doi: 10.1111/all.14234. Epub 2020 Mar 11.","Alhasan MM","Allergy","2020","2020/02/18","","","10.1111/all.14234"
"31912551","Maternal asthma is associated with persistent changes in allergic offspring antibody glycosylation","Sodemann EB, Dähling S, Klopfleisch R, Boiarina E, Cataldo D, Alhasan MM, Yildirim AÖ, Witzenrath M, Tabeling C, Conrad ML.","Clin Exp Allergy. 2020 Apr;50(4):520-531. doi: 10.1111/cea.13559. Epub 2020 Jan 28.","Sodemann EB","Clin Exp Allergy","2020","2020/01/09","","","10.1111/cea.13559"
"24217033","Reshaping the gut microbiota at an early age: functional impact on obesity risk?","Luoto R, Collado MC, Salminen S, Isolauri E.","Ann Nutr Metab. 2013;63 Suppl 2:17-26. doi: 10.1159/000354896. Epub 2013 Nov 8.","Luoto R","Ann Nutr Metab","2013","2013/11/13","","","10.1159/000354896"
"31500964","Summit proceedings: Biomedical countermeasure development for emerging vector-borne viral diseases","Blackman MA, Marchionni MA, Gilly J, Hepburn M, Innis BL, Barrett ADT, Kester KE, Mascola JR, Cummings JF, Monath TP, Cassetti MC, Kim JH, Saville M, Thomas SJ.","Vaccine. 2019 Oct 8;37(43):6248-6254. doi: 10.1016/j.vaccine.2019.08.061. Epub 2019 Sep 6.","Blackman MA","Vaccine","2019","2019/09/11","PMC7131820","","10.1016/j.vaccine.2019.08.061"
"29934547","Maternal autoantibody related autism: mechanisms and pathways","Jones KL, Van de Water J.","Mol Psychiatry. 2019 Feb;24(2):252-265. doi: 10.1038/s41380-018-0099-0. Epub 2018 Jun 22.","Jones KL","Mol Psychiatry","2019","2018/06/24","PMC6784837","NIHMS1053307","10.1038/s41380-018-0099-0"
