PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"23346829","[Pregnancy and systemic lupus erythematosus: compatible?]","Jason M, von Frenckell C, Emonts P.","Rev Med Liege. 2012 Nov;67(11):587-92.","Jason M","Rev Med Liege","2012","2013/01/26","","",""
"35477585","Systemic sclerosis and pregnancy outcomes: a retrospective study from a single center","Barilaro G, Castellanos A, Gomez-Ferreira I, Lledó GM, Della Rocca C, Fernandez-Blanco L, Cervera R, Baños N, Figueras F, Espinosa G.","Arthritis Res Ther. 2022 Apr 27;24(1):91. doi: 10.1186/s13075-022-02783-0.","Barilaro G","Arthritis Res Ther","2022","2022/04/28","PMC9044598","","10.1186/s13075-022-02783-0"
"28532196","Fetal and neonatal involvement in maternal rheumatologic disease","Iijima S.","J Matern Fetal Neonatal Med. 2018 Aug;31(15):2079-2085. doi: 10.1080/14767058.2017.1334048. Epub 2017 Jun 8.","Iijima S","J Matern Fetal Neonatal Med","2018","2017/05/24","","","10.1080/14767058.2017.1334048"
"28441446","Fetal outcomes and associated factors of adverse outcomes of pregnancy in southern Chinese women with systemic lupus erythematosus","Zhan Z, Yang Y, Zhan Y, Chen D, Liang L, Yang X.","PLoS One. 2017 Apr 25;12(4):e0176457. doi: 10.1371/journal.pone.0176457. eCollection 2017.","Zhan Z","PLoS One","2017","2017/04/26","PMC5404768","","10.1371/journal.pone.0176457"
"27852374","[Clinical features and adverse pregnancy outcomes of new onset systemic lupus erythematosus during pregnancy]","Zhan ZP, Yang Y, Zhan YF, Chen DY, Liang LQ, Yang XY.","Zhonghua Yi Xue Za Zhi. 2016 Nov 8;96(41):3300-3304. doi: 10.3760/cma.j.issn.0376-2491.2016.41.005.","Zhan ZP","Zhonghua Yi Xue Za Zhi","2016","2016/11/18","","","10.3760/cma.j.issn.0376-2491.2016.41.005"
"33064224","Clinical features of new-onset systemic lupus erythematosus during pregnancy in Central China: a retrospective study of 68 pregnancies","He X, Jiang D, Wang Z, Li Y, Wang J, Xu D, Chen J, Liu X, Gao G.","Clin Rheumatol. 2021 Jun;40(6):2121-2131. doi: 10.1007/s10067-020-05452-2. Epub 2020 Oct 16.","He X","Clin Rheumatol","2021","2020/10/16","","","10.1007/s10067-020-05452-2"
"31377919","Hypertensive disorders of pregnancy associated with adverse pregnant outcomes in patients with systemic lupus erythematosus: a multicenter retrospective study","Chen D, Lao M, Cai X, Li H, Zhan Y, Wang X, Zhan Z.","Clin Rheumatol. 2019 Dec;38(12):3501-3509. doi: 10.1007/s10067-019-04696-x. Epub 2019 Aug 3.","Chen D","Clin Rheumatol","2019","2019/08/05","","","10.1007/s10067-019-04696-x"
"35084312","Remission or low disease activity at pregnancy onset are linked to improved foetal outcomes in women with systemic lupus erythematosus: results from a prospective observational study","Ntali S, Nikolopoulos D, Pantazi L, Emmanouilidou E, Papagoras C, Fanouriakis A, Dimopoulou D, Kallitsakis I, Boki K, Dania V, Sidiropoulos PI, Boumpas DT, Bertsias G.","Clin Exp Rheumatol. 2022 Sep;40(9):1769-1778. doi: 10.55563/clinexprheumatol/g4rby6. Epub 2022 Jan 5.","Ntali S","Clin Exp Rheumatol","2022","2022/01/27","","","10.55563/clinexprheumatol/g4rby6"
"35015828","Evaluation of lupus anticoagulant, damage, and remission as predictors of pregnancy complications in systemic lupus erythematosus: the French GR2 study","Larosa M, Le Guern V, Guettrot-Imbert G, Morel N, Abisror N, Morati-Hafsaoui C, Orquevaux P, Diot E, Doria A, Sarrot-Reynauld F, Limal N, Queyrel V, Souchaud-Debouverie O, Sailler L, Le Besnerais M, Goulenok T, Molto A, Pannier-Metzger E, Sentilhes L, Mouthon L, Lazaro E, Costedoat-Chalumeau N; GR2 Group.","Rheumatology (Oxford). 2022 Aug 30;61(9):3657-3666. doi: 10.1093/rheumatology/keab943.","Larosa M","Rheumatology (Oxford)","2022","2022/01/11","PMC9434141","","10.1093/rheumatology/keab943"
"28480528","Contribution of Socioeconomic Status to Racial/Ethnic Disparities in Adverse Pregnancy Outcomes Among Women With Systemic Lupus Erythematosus","Kaplowitz ET, Ferguson S, Guerra M, Laskin CA, Buyon JP, Petri M, Lockshin MD, Sammaritano LR, Branch DW, Merrill JT, Katz P, Salmon JE.","Arthritis Care Res (Hoboken). 2018 Feb;70(2):230-235. doi: 10.1002/acr.23263. Epub 2017 Dec 29.","Kaplowitz ET","Arthritis Care Res (Hoboken)","2018","2017/05/09","","","10.1002/acr.23263"
"33277725","Treatment of severe thrombocytopenia associated with systemic lupus erythematosus in pregnancy with eltrombopag: A case report and literature review","Leng Q, Wang W, Wang Y, Wu L.","J Clin Pharm Ther. 2021 Apr;46(2):532-538. doi: 10.1111/jcpt.13321. Epub 2020 Dec 5.","Leng Q","J Clin Pharm Ther","2021","2020/12/05","","","10.1111/jcpt.13321"
"30477035","Preterm Delivery Phenotypes in Systemic Lupus Erythematosus Pregnancies","Simard JF, Chaichian Y, Rossides M, Wikstrom AK, Shaw GM, Druzin ML.","Am J Perinatol. 2019 Jul;36(9):964-968. doi: 10.1055/s-0038-1675648. Epub 2018 Nov 26.","Simard JF","Am J Perinatol","2019","2018/11/27","","","10.1055/s-0038-1675648"
"33845834","Learning from imbalanced fetal outcomes of systemic lupus erythematosus in artificial neural networks","Ma JH, Feng Z, Wu JY, Zhang Y, Di W.","BMC Med Inform Decis Mak. 2021 Apr 13;21(1):127. doi: 10.1186/s12911-021-01486-x.","Ma JH","BMC Med Inform Decis Mak","2021","2021/04/13","PMC8042715","","10.1186/s12911-021-01486-x"
"31412940","Altered Tregs and oxidative stress in pregnancy associated lupus","Pannu N, Singh R, Sharma S, Chopra S, Bhatnagar A.","Adv Rheumatol. 2019 Aug 14;59(1):38. doi: 10.1186/s42358-019-0082-8.","Pannu N","Adv Rheumatol","2019","2019/08/16","","","10.1186/s42358-019-0082-8"
"27265072","Management of rheumatic and autoimmune blistering disease in pregnancy and postpartum","Wan J, Imadojemu S, Werth VP.","Clin Dermatol. 2016 May-Jun;34(3):344-52. doi: 10.1016/j.clindermatol.2016.02.006. Epub 2016 Feb 9.","Wan J","Clin Dermatol","2016","2016/06/07","","","10.1016/j.clindermatol.2016.02.006"
"28121241","Systemic lupus erythematosus and risk of preterm birth: a systematic review and meta-analysis of observational studies","Wei S, Lai K, Yang Z, Zeng K.","Lupus. 2017 May;26(6):563-571. doi: 10.1177/0961203316686704. Epub 2017 Jan 25.","Wei S","Lupus","2017","2017/01/26","","","10.1177/0961203316686704"
"34535802","Maternal disease activity and serological activity as predictors of adverse pregnancy outcomes in women with systemic lupus erythematosus: a retrospective chart review","Murata T, Kyozuka H, Fukuda T, Toba N, Kanno A, Yasuda S, Yamaguchi A, Nomura Y, Kanno T, Migita K, Fujimori K.","Arch Gynecol Obstet. 2022 May;305(5):1177-1183. doi: 10.1007/s00404-021-06148-x. Epub 2021 Sep 17.","Murata T","Arch Gynecol Obstet","2022","2021/09/18","","","10.1007/s00404-021-06148-x"
"24238698","Managing lupus patients during pregnancy","Lateef A, Petri M.","Best Pract Res Clin Rheumatol. 2013 Jun;27(3):435-47. doi: 10.1016/j.berh.2013.07.005.","Lateef A","Best Pract Res Clin Rheumatol","2013","2013/11/19","PMC3834352","NIHMS511420","10.1016/j.berh.2013.07.005"
"35788840","Evaluation of red blood cell distribution width-platelet ratio as a predictor of adverse pregnancy outcomes and disease severity in systemic lupus erythematosus","Wang J, He X, Jiang D, Wang Z, Xu D, Chen J, Gao G, Liu X.","Clin Rheumatol. 2022 Oct;41(10):2987-2993. doi: 10.1007/s10067-022-06169-0. Epub 2022 Jul 5.","Wang J","Clin Rheumatol","2022","2022/07/05","","","10.1007/s10067-022-06169-0"
"33124562","The association between active proliferative lupus nephritis during pregnancy and small for gestational age newborns","Ignacchiti Lacerda M, Costa Rodrigues B, Ramires de Jesús G, Cunha Dos Santos F, Ramires de Jesús N, Levy RA, Mendes Klumb E.","Clin Exp Rheumatol. 2021 Sep-Oct;39(5):1043-1048. doi: 10.55563/clinexprheumatol/xspect. Epub 2020 Oct 18.","Ignacchiti Lacerda M","Clin Exp Rheumatol","2021","2020/10/30","","","10.55563/clinexprheumatol/xspect"
"32736752","Neurologic complications of medical conditions in pregnancy","O'Neal MA.","Handb Clin Neurol. 2020;171:215-225. doi: 10.1016/B978-0-444-64239-4.00012-6.","O'Neal MA","Handb Clin Neurol","2020","2020/08/02","","","10.1016/B978-0-444-64239-4.00012-6"
"34785549","High-risk factors for adverse pregnancy outcomes in systemic lupus erythaematosus: a retrospective study of a Chinese population","Jiang M, Chang Y, Wang Y, Fu Q, Lin S, Wu J, Di W.","BMJ Open. 2021 Nov 16;11(11):e049807. doi: 10.1136/bmjopen-2021-049807.","Jiang M","BMJ Open","2021","2021/11/17","PMC8596043","","10.1136/bmjopen-2021-049807"
"29652653","Role of foetal umbilical artery Doppler on prediction of adverse pregnancy outcomes in patients with systemic lupus erythematosus","Zhan Z, Zhan Y, Lao M, Yang X, Wang X, Chen D.","Clin Exp Rheumatol. 2018 Sep-Oct;36(5):871-878. Epub 2018 Apr 13.","Zhan Z","Clin Exp Rheumatol","2018","2018/04/14","","",""
"33509066","The importance of pregnancy planning in lupus pregnancies","Rajendran A, Eudy AM, Balevic SJ, Clowse MEB.","Lupus. 2021 Apr;30(5):741-751. doi: 10.1177/0961203321989803. Epub 2021 Jan 28.","Rajendran A","Lupus","2021","2021/01/29","PMC8026487","NIHMS1660776","10.1177/0961203321989803"
"25555818","State of the art: Reproduction and pregnancy in rheumatic diseases","Østensen M, Andreoli L, Brucato A, Cetin I, Chambers C, Clowse ME, Costedoat-Chalumeau N, Cutolo M, Dolhain R, Fenstad MH, Förger F, Wahren-Herlenius M, Ruiz-Irastorza G, Koksvik H, Nelson-Piercy C, Shoenfeld Y, Tincani A, Villiger PM, Wallenius M, von Wolff M.","Autoimmun Rev. 2015 May;14(5):376-86. doi: 10.1016/j.autrev.2014.12.011. Epub 2014 Dec 30.","Østensen M","Autoimmun Rev","2015","2015/01/04","","","10.1016/j.autrev.2014.12.011"
"32188491","Low frequency of flares during pregnancy and post-partum in stable lupus patients","Davis-Porada J, Kim MY, Guerra MM, Laskin CA, Petri M, Lockshin MD, Sammaritano LR, Branch DW, Sawitzke A, Merrill JT, Buyon JP, Salmon JE.","Arthritis Res Ther. 2020 Mar 19;22(1):52. doi: 10.1186/s13075-020-2139-9.","Davis-Porada J","Arthritis Res Ther","2020","2020/03/20","PMC7081564","","10.1186/s13075-020-2139-9"
"27338103","What to Expect When Expecting With Systemic Lupus Erythematosus (SLE): A Population-Based Study of Maternal and Fetal Outcomes in SLE and Pre-SLE","Arkema EV, Palmsten K, Sjöwall C, Svenungsson E, Salmon JE, Simard JF.","Arthritis Care Res (Hoboken). 2016 Jul;68(7):988-94. doi: 10.1002/acr.22791.","Arkema EV","Arthritis Care Res (Hoboken)","2016","2016/06/25","PMC5094783","","10.1002/acr.22791"
"30739788","Nicotinamide alleviates kidney injury and pregnancy outcomes in lupus-prone MRL/lpr mice treated with lipopolysaccharide","Imaruoka K, Oe Y, Fushima T, Sato E, Sekimoto A, Sato H, Sugawara J, Ito S, Takahashi N.","Biochem Biophys Res Commun. 2019 Mar 19;510(4):587-593. doi: 10.1016/j.bbrc.2019.01.110. Epub 2019 Feb 7.","Imaruoka K","Biochem Biophys Res Commun","2019","2019/02/12","","","10.1016/j.bbrc.2019.01.110"
"34538769","Is lupus nephritis a prognosis factor for pregnancy? Maternal and foetal outcomes","Otaduy C, Gobbi CA, Álvarez A, Albiero EH, Yorio MA, Alba Moreyra P.","Reumatol Clin (Engl Ed). 2022 Aug-Sep;18(7):416-421. doi: 10.1016/j.reumae.2021.02.008. Epub 2021 Sep 17.","Otaduy C","Reumatol Clin (Engl Ed)","2022","2021/09/20","","","10.1016/j.reumae.2021.02.008"
"29764231","Important considerations in pregnant patients with lupus nephritis","Moroni G, Ponticelli C.","Expert Rev Clin Immunol. 2018 Jun;14(6):489-498. doi: 10.1080/1744666X.2018.1476139. Epub 2018 May 24.","Moroni G","Expert Rev Clin Immunol","2018","2018/05/17","","","10.1080/1744666X.2018.1476139"
"23530559","Complement split product C4d deposition in placenta in systemic lupus erythematosus and pregnancy-induced hypertension","Minamiguchi S, Mikami Y, Nakajima N, Salah A, Kondoh E, Tatsumi K, Konishi I, Haga H.","Pathol Int. 2013 Mar;63(3):150-7. doi: 10.1111/pin.12041.","Minamiguchi S","Pathol Int","2013","2013/03/28","","","10.1111/pin.12041"
"32741300","Maternal and fetal outcomes of lupus pregnancies: A collective effort by Karnataka Rheumatologists","Janardana R, Haridas V, Priya V, Bhat V, Singh Y, Rao VK, Jois R, Srikantiah C, Pinto B, Shobha V.","Lupus. 2020 Oct;29(11):1397-1403. doi: 10.1177/0961203320944503. Epub 2020 Aug 2.","Janardana R","Lupus","2020","2020/08/04","","","10.1177/0961203320944503"
"27998874","[Analysis of pregnancy outcomes in 66 patients with systemic lupus erythematosus]","Song XZ, Chen JM, Zhou QG.","Nan Fang Yi Ke Da Xue Xue Bao. 2016 Dec 20;36(12):1732-1736.","Song XZ","Nan Fang Yi Ke Da Xue Xue Bao","2016","2016/12/22","","",""
"28394231","Long-term neurodevelopmental outcome of children born to prospectively followed pregnancies of women with systemic lupus erythematosus and/or antiphospholipid syndrome","Nalli C, Iodice A, Andreoli L, Galli J, Lojacono A, Motta M, Fazzi E, Tincani A.","Lupus. 2017 Apr;26(5):552-558. doi: 10.1177/0961203317694960.","Nalli C","Lupus","2017","2017/04/11","","","10.1177/0961203317694960"
"32071108","Neonatal lupus erythematosus","Liu W, Ma DL.","CMAJ. 2020 Feb 18;192(7):E163. doi: 10.1503/cmaj.191172.","Liu W","CMAJ","2020","2020/02/20","PMC7030880","","10.1503/cmaj.191172"
"35373415","Lupus erythematosus: Management of cutaneous manifestations during pregnancy","Vieitez Frade J, Filipe P.","Dermatol Ther. 2022 Jun;35(6):e15486. doi: 10.1111/dth.15486. Epub 2022 Apr 29.","Vieitez Frade J","Dermatol Ther","2022","2022/04/04","","","10.1111/dth.15486"
"29463519","Effect of pregnancy on disease flares in patients with systemic lupus erythematosus","Eudy AM, Siega-Riz AM, Engel SM, Franceschini N, Howard AG, Clowse MEB, Petri M.","Ann Rheum Dis. 2018 Jun;77(6):855-860. doi: 10.1136/annrheumdis-2017-212535. Epub 2018 Feb 20.","Eudy AM","Ann Rheum Dis","2018","2018/02/22","PMC6037310","NIHMS976952","10.1136/annrheumdis-2017-212535"
"23687873","Systemic lupus erythmatosus","Madeley AM.","Pract Midwife. 2013 Apr;16(4):21-2, 24-5.","Madeley AM","Pract Midwife","2013","2013/05/22","","",""
"26658004","At the Bedside: Neutrophil extracellular traps (NETs) as targets for biomarkers and therapies in autoimmune diseases","Barnado A, Crofford LJ, Oates JC.","J Leukoc Biol. 2016 Feb;99(2):265-78. doi: 10.1189/jlb.5BT0615-234R. Epub 2015 Dec 11.","Barnado A","J Leukoc Biol","2016","2015/12/15","PMC6608010","","10.1189/jlb.5BT0615-234R"
"29239070","Clinical features of new-onset systemic lupus erythematosus in pregnant patients","Zhang C, Liang MY, Xu X, Zhang XW, Chen S.","J Obstet Gynaecol Res. 2018 Feb;44(2):234-240. doi: 10.1111/jog.13520. Epub 2017 Dec 14.","Zhang C","J Obstet Gynaecol Res","2018","2017/12/15","","","10.1111/jog.13520"
"27522092","Systemic lupus erythematosus pregnancies: ten-year data from a single centre in Malaysia","Teh CL, Wan SA, Cheong YK, Ling GR.","Lupus. 2017 Feb;26(2):218-223. doi: 10.1177/0961203316664996. Epub 2016 Aug 20.","Teh CL","Lupus","2017","2016/08/14","","","10.1177/0961203316664996"
"23398158","Regulatory T cells in systemic lupus erythematosus and pregnancy","Tower C, Mathen S, Crocker I, Bruce IN.","Am J Reprod Immunol. 2013 Jun;69(6):588-95. doi: 10.1111/aji.12081. Epub 2013 Feb 8.","Tower C","Am J Reprod Immunol","2013","2013/02/13","","","10.1111/aji.12081"
"23729701","Systemic lupus erythematosus, pregnancy and carcinoma of the tongue","Unsworth JD, Baldwin A, Byrd L.","BMJ Case Rep. 2013 May 31;2013:bcr2013008864. doi: 10.1136/bcr-2013-008864.","Unsworth JD","BMJ Case Rep","2013","2013/06/05","PMC3669793","","10.1136/bcr-2013-008864"
"26811370","Pregnancies in women with systemic lupus erythematosus and antiphospholipid antibodies","Schreiber K.","Lupus. 2016 Apr;25(4):343-5. doi: 10.1177/0961203315627201. Epub 2016 Jan 24.","Schreiber K","Lupus","2016","2016/01/27","","","10.1177/0961203315627201"
"32112993","Are pregnancies with lupus but without APS of good prognosis?","Marx-Deseure A, Labreuche J, Launay D, Depret S, Subtil D.","Autoimmun Rev. 2020 Apr;19(4):102489. doi: 10.1016/j.autrev.2020.102489. Epub 2020 Feb 27.","Marx-Deseure A","Autoimmun Rev","2020","2020/03/01","","","10.1016/j.autrev.2020.102489"
"29702718","A Critical Review on Obstetric Follow-up of Women Affected by Systemic Lupus Erythematosus","Pastore DEA, Costa ML, Parpinelli MA, Surita FG.","Rev Bras Ginecol Obstet. 2018 Apr;40(4):209-224. doi: 10.1055/s-0038-1625951. Epub 2018 Apr 27.","Pastore DEA","Rev Bras Ginecol Obstet","2018","2018/04/28","","","10.1055/s-0038-1625951"
"28130617","Prolactin has a pathogenic role in systemic lupus erythematosus","Jara LJ, Medina G, Saavedra MA, Vera-Lastra O, Torres-Aguilar H, Navarro C, Vazquez Del Mercado M, Espinoza LR.","Immunol Res. 2017 Apr;65(2):512-523. doi: 10.1007/s12026-016-8891-x.","Jara LJ","Immunol Res","2017","2017/01/29","","","10.1007/s12026-016-8891-x"
"29621567","Salivary biomarkers of inflammation in systemic lupus erythematosus","Stanescu II, Calenic B, Dima A, Gugoasa LA, Balanescu E, Stefan-van Staden RI, Baicus C, Badita DG, Greabu M.","Ann Anat. 2018 Sep;219:89-93. doi: 10.1016/j.aanat.2018.02.012. Epub 2018 Apr 3.","Stanescu II","Ann Anat","2018","2018/04/06","","","10.1016/j.aanat.2018.02.012"
"24969080","Neurodevelopmental disorders in children born to mothers with systemic lupus erythematosus","Vinet É, Pineau CA, Clarke AE, Fombonne É, Platt RW, Bernatsky S.","Lupus. 2014 Oct;23(11):1099-104. doi: 10.1177/0961203314541691. Epub 2014 Jun 26.","Vinet É","Lupus","2014","2014/06/28","","","10.1177/0961203314541691"
"29222972","Factors associated with adverse pregnancy outcomes in women with systematic lupus erythematosus","Deguchi M, Maesawa Y, Kubota S, Morizane M, Tanimura K, Ebina Y, Yamada H.","J Reprod Immunol. 2018 Feb;125:39-44. doi: 10.1016/j.jri.2017.11.005. Epub 2017 Nov 27.","Deguchi M","J Reprod Immunol","2018","2017/12/10","","","10.1016/j.jri.2017.11.005"
"36059466","Placental damage in pregnancies with systemic lupus erythematosus: A narrative review","Castellanos Gutierrez AS, Figueras F, Morales-Prieto DM, Schleußner E, Espinosa G, Baños N.","Front Immunol. 2022 Aug 17;13:941586. doi: 10.3389/fimmu.2022.941586. eCollection 2022.","Castellanos Gutierrez AS","Front Immunol","2022","2022/09/05","PMC9428442","","10.3389/fimmu.2022.941586"
"29523283","The role of angiogenic biomarkers and uterine artery Doppler in pregnant women with systemic lupus erythematosus or antiphospholipid syndrome","Rodríguez-Almaraz ME, Herraiz I, Gómez-Arriaga PI, Vallejo P, Gonzalo-Gil E, Usategui A, López-Jiménez EA, Galindo A, Galindo M.","Pregnancy Hypertens. 2018 Jan;11:99-104. doi: 10.1016/j.preghy.2018.01.008. Epub 2018 Feb 2.","Rodríguez-Almaraz ME","Pregnancy Hypertens","2018","2018/03/11","","","10.1016/j.preghy.2018.01.008"
"34305106","Predictors of adverse pregnancy outcome in a cohort of women with systemic lupus erythematosus in Malaysia","Ong SG, Ding HJ.","Med J Malaysia. 2021 Jul;76(4):466-473.","Ong SG","Med J Malaysia","2021","2021/07/26","","",""
"32709480","The role of thrombospondin-1 in the pathogenesis of antiphospholipid syndrome","Patsouras M, Tsiki E, Karagianni P, Vlachoyiannopoulos PG.","J Autoimmun. 2020 Dec;115:102527. doi: 10.1016/j.jaut.2020.102527. Epub 2020 Jul 21.","Patsouras M","J Autoimmun","2020","2020/07/26","","","10.1016/j.jaut.2020.102527"
"27599157","Low-molecular-weight heparin and aspirin use in relation to pregnancy outcome in women with systemic lupus erythematosus and antiphospholipid syndrome: A cohort study","Abheiden CN, Blomjous BS, Kroese SJ, Bultink IE, Fritsch-Stork RD, Lely AT, de Boer MA, de Vries JI.","Hypertens Pregnancy. 2017 Feb;36(1):8-15. doi: 10.1080/10641955.2016.1217337. Epub 2016 Sep 6.","Abheiden CN","Hypertens Pregnancy","2017","2016/09/07","","","10.1080/10641955.2016.1217337"
"23358829","New-onset systemic lupus erythematosus during pregnancy","Zhao C, Zhao J, Huang Y, Wang Z, Wang H, Zhang H, Xu H, Yang N.","Clin Rheumatol. 2013 Jun;32(6):815-22. doi: 10.1007/s10067-013-2180-z. Epub 2013 Jan 29.","Zhao C","Clin Rheumatol","2013","2013/01/30","","","10.1007/s10067-013-2180-z"
"27703053","Gestational weight gain in women with systemic lupus erythematosus","Eudy AM, Siega-Riz AM, Engel SM, Franceschini N, Howard AG, Clowse ME, Petri M.","Lupus. 2017 May;26(6):623-632. doi: 10.1177/0961203316671811. Epub 2016 Oct 4.","Eudy AM","Lupus","2017","2016/10/06","PMC5412081","NIHMS815959","10.1177/0961203316671811"
"25545844","Pregnancy-related issues in women with systemic lupus erythematosus","Singh AG, Chowdhary VR.","Int J Rheum Dis. 2015 Feb;18(2):172-81. doi: 10.1111/1756-185X.12524. Epub 2014 Dec 25.","Singh AG","Int J Rheum Dis","2015","2014/12/30","","","10.1111/1756-185X.12524"
"28462537","Systemic Lupus Erythematosus and Antiphospholipid Syndrome-The Double Trouble","Londhey V.","J Assoc Physicians India. 2017 Mar;65(3):11-12.","Londhey V","J Assoc Physicians India","2017","2017/05/03","","",""
"28390568","Outcomes in Children Born to Women with Rheumatic Diseases","Vinet É, Bernatsky S.","Rheum Dis Clin North Am. 2017 May;43(2):263-273. doi: 10.1016/j.rdc.2016.12.006. Epub 2017 Mar 14.","Vinet É","Rheum Dis Clin North Am","2017","2017/04/10","","","10.1016/j.rdc.2016.12.006"
"27158919","Early, Incomplete, or Preclinical Autoimmune Systemic Rheumatic Diseases and Pregnancy Outcome","Spinillo A, Beneventi F, Locatelli E, Ramoni V, Caporali R, Alpini C, Albonico G, Cavagnoli C, Montecucco C.","Arthritis Rheumatol. 2016 Oct;68(10):2555-62. doi: 10.1002/art.39737.","Spinillo A","Arthritis Rheumatol","2016","2016/05/10","","","10.1002/art.39737"
"33241288","Desire to have children and preferences regarding to pre-pregnancy counselling in women with SLE","Blomjous BS, Johanna I P V, Zijlstra E, Cramer K, Voskuyl AE, Bultink AIEM.","Rheumatology (Oxford). 2021 Jun 18;60(6):2706-2713. doi: 10.1093/rheumatology/keaa684.","Blomjous BS","Rheumatology (Oxford)","2021","2020/11/26","PMC8489423","","10.1093/rheumatology/keaa684"
"26099038","Pregnancy in Women With Systemic Lupus Erythematosus: Messages for the Clinician","Hahn BH.","Ann Intern Med. 2015 Aug 4;163(3):232-3. doi: 10.7326/M15-1301.","Hahn BH","Ann Intern Med","2015","2015/06/23","","","10.7326/M15-1301"
"34535818","[State of the art: fertility and pregnancy in rheumatic diseases]","Haase I, Fischer-Betz R.","Z Rheumatol. 2021 Oct;80(8):699-706. doi: 10.1007/s00393-021-01073-5. Epub 2021 Sep 17.","Haase I","Z Rheumatol","2021","2021/09/18","","","10.1007/s00393-021-01073-5"
"35641986","High-risk twin pregnancy: case report of an adolescent patient with cystic fibrosis and systemic lupus erythematosus","Sanseverino PB, Hoffmann A, Machado S, Farias M, Michels MS, Sanseverino MTV, Marostica PJC.","J Med Case Rep. 2022 May 31;16(1):230. doi: 10.1186/s13256-022-03399-3.","Sanseverino PB","J Med Case Rep","2022","2022/06/01","PMC9153143","","10.1186/s13256-022-03399-3"
"30962246","Longitudinal profiling of human blood transcriptome in healthy and lupus pregnancy","Hong S, Banchereau R, Maslow BL, Guerra MM, Cardenas J, Baisch J, Branch DW, Porter TF, Sawitzke A, Laskin CA, Buyon JP, Merrill J, Sammaritano LR, Petri M, Gatewood E, Cepika AM, Ohouo M, Obermoser G, Anguiano E, Kim TW, Nulsen J, Nehar-Belaid D, Blankenship D, Turner J, Banchereau J, Salmon JE, Pascual V.","J Exp Med. 2019 May 6;216(5):1154-1169. doi: 10.1084/jem.20190185. Epub 2019 Apr 8.","Hong S","J Exp Med","2019","2019/04/10","PMC6504211","","10.1084/jem.20190185"
"31740964","Maternal rheumatoid arthritis and systemic lupus erythematosus and risk of cryptorchidism and hypospadias in boys: a Danish nationwide study","Knudsen SS, Bech BH, Deleuran BW, Ramlau-Hansen CH, Arendt LH.","Rheumatology (Oxford). 2020 Aug 1;59(8):1871-1877. doi: 10.1093/rheumatology/kez538.","Knudsen SS","Rheumatology (Oxford)","2020","2019/11/20","","","10.1093/rheumatology/kez538"
"32284523","Lupus-Induced Vasculitis and Multiple Organ Dysfunction Syndrome as the First Presentation of Systemic Lupus Erythematosus (SLE) in Pregnancy","Yousif PA, Moshrefi H, Meysami A, Alkhatib AH.","Am J Case Rep. 2020 Apr 14;21:e921299. doi: 10.12659/AJCR.921299.","Yousif PA","Am J Case Rep","2020","2020/04/15","PMC7176590","","10.12659/AJCR.921299"
"31791152","Managing pregnancy-associated clinical emergencies in systemic lupus erythematosus: a case-based approach","Choi M, Butler E, Clarke A, Girard LP, Gibson P, Skeith L.","Expert Rev Clin Immunol. 2020 Jan;16(1):5-22. doi: 10.1080/1744666X.2019.1699057. Epub 2020 Jan 8.","Choi M","Expert Rev Clin Immunol","2020","2019/12/04","","","10.1080/1744666X.2019.1699057"
"29479732","Immune activation by nucleic acids: A role in pregnancy complications","Konečná B, Lauková L, Vlková B.","Scand J Immunol. 2018 Apr;87(4):e12651. doi: 10.1111/sji.12651.","Konečná B","Scand J Immunol","2018","2018/02/27","","","10.1111/sji.12651"
"31084235","Pregnancy outcome in women with active and inactive lupus nephritis: A prospective cohort study","Attia DH, Mokbel A, Haggag HM, Naeem N.","Lupus. 2019 Jun;28(7):806-817. doi: 10.1177/0961203319846650. Epub 2019 May 13.","Attia DH","Lupus","2019","2019/05/16","","","10.1177/0961203319846650"
"35701043","Pregnancy outcomes in antiphospholipid antibody positive patients: prospective results from the AntiPhospholipid Syndrome Alliance for Clinical Trials and InternatiOnal Networking (APS ACTION) Clinical Database and Repository ('Registry')","Erton ZB, Sevim E, de Jesús GR, Cervera R, Ji L, Pengo V, Ugarte A, Andrade D, Andreoli L, Atsumi T, Fortin PR, Gerosa M, Zuo Y, Petri M, Sciascia S, Tektonidou MG, Aguirre-Zamorano MA, Branch DW, Erkan D; APS ACTION.","Lupus Sci Med. 2022 Jun;9(1):e000633. doi: 10.1136/lupus-2021-000633.","Erton ZB","Lupus Sci Med","2022","2022/06/14","PMC9198709","","10.1136/lupus-2021-000633"
"33980284","Pre-pregnancy serum complement C3 level is a predictor of preterm birth for pregnancies with systemic lupus erythematosus","Hiramatsu Y, Isoda K, Kotani T, Nakamura E, Wada Y, Fujiki Y, Makino S, Fujita D, Takeuchi T.","Arthritis Res Ther. 2021 May 12;23(1):140. doi: 10.1186/s13075-021-02522-x.","Hiramatsu Y","Arthritis Res Ther","2021","2021/05/13","PMC8114516","","10.1186/s13075-021-02522-x"
